"Time (s)  קפיץ 1 עגלה עם משקולת","Position (m)  קפיץ 1 עגלה עם משקולת","Velocity (m/s)  קפיץ 1 עגלה עם משקולת","Acceleration (m/s²)  קפיץ 1 עגלה עם משקולת","Force (N)  קפיץ 1 עגלה עם משקולת","Time (s) קפיץ 1 ללא משקולת","Position (m) קפיץ 1 ללא משקולת","Velocity (m/s) קפיץ 1 ללא משקולת","Acceleration (m/s²) קפיץ 1 ללא משקולת","Force (N) קפיץ 1 ללא משקולת","Time (s) קפיץ 2 עגלה ללא משקולת","Position (m) קפיץ 2 עגלה ללא משקולת","Velocity (m/s) קפיץ 2 עגלה ללא משקולת","Acceleration (m/s²) קפיץ 2 עגלה ללא משקולת","Force (N) קפיץ 2 עגלה ללא משקולת","Time (s) פלסטלינה ללא משקולת","Position (m) פלסטלינה ללא משקולת","Velocity (m/s) פלסטלינה ללא משקולת","Acceleration (m/s²) פלסטלינה ללא משקולת","Force (N) פלסטלינה ללא משקולת"
0.498,,,,0.0,0.498,,,,0.0,0.498,,,,0.0,0.498,,,,0.0
0.500,0.01,-0.08,-1.60,0.0,0.500,0.01,0.02,3.02E-14,0.0,0.500,0.00,0.01,-0.01,0.0,0.500,0.00,0.02,-0.04,0.0
0.502,,,,0.0,0.502,,,,0.0,0.502,,,,0.0,0.502,,,,0.0
0.504,,,,0.0,0.504,,,,0.0,0.504,,,,0.0,0.504,,,,0.0
0.506,,,,0.0,0.506,,,,0.0,0.506,,,,0.0,0.506,,,,0.0
0.508,,,,0.0,0.508,,,,0.0,0.508,,,,0.0,0.508,,,,0.0
0.510,0.01,-0.09,-0.47,0.0,0.510,0.01,0.02,-0.01,0.0,0.510,0.00,0.01,0.04,0.0,0.510,0.00,0.02,-0.10,0.0
0.512,,,,0.0,0.512,,,,0.0,0.512,,,,0.0,0.512,,,,0.0
0.514,,,,0.0,0.514,,,,0.0,0.514,,,,0.0,0.514,,,,0.0
0.516,,,,0.0,0.516,,,,0.0,0.516,,,,0.0,0.516,,,,0.0
0.518,,,,0.0,0.518,,,,0.0,0.518,,,,0.0,0.518,,,,0.0
0.520,-4.48E-4,0.03,-3.92,0.0,0.520,0.01,0.02,0.04,0.0,0.520,0.00,0.01,0.10,0.0,0.520,0.00,0.01,-0.06,0.0
0.522,,,,0.0,0.522,,,,0.0,0.522,,,,0.0,0.522,,,,0.0
0.524,,,,0.0,0.524,,,,0.0,0.524,,,,0.0,0.524,,,,0.0
0.526,,,,0.0,0.526,,,,0.0,0.526,,,,0.0,0.526,,,,0.0
0.528,,,,0.0,0.528,,,,0.0,0.528,,,,0.0,0.528,,,,0.0
0.530,0.01,-0.13,-8.61,0.0,0.530,0.01,0.02,0.14,0.0,0.530,0.00,0.01,0.06,0.0,0.530,0.00,0.01,0.04,0.0
0.532,,,,0.0,0.532,,,,0.0,0.532,,,,0.0,0.532,,,,0.0
0.534,,,,0.0,0.534,,,,0.0,0.534,,,,0.0,0.534,,,,0.0
0.536,,,,0.0,0.536,,,,0.0,0.536,,,,0.0,0.536,,,,0.0
0.538,,,,0.0,0.538,,,,0.0,0.538,,,,0.0,0.538,,,,0.0
0.540,0.01,-0.29,-6.32,0.0,0.540,0.01,0.02,0.20,0.0,0.540,0.00,0.01,-0.05,0.0,0.540,0.00,0.02,0.11,0.0
0.542,,,,0.0,0.542,,,,0.0,0.542,,,,0.0,0.542,,,,0.0
0.544,,,,0.0,0.544,,,,0.0,0.544,,,,0.0,0.544,,,,0.0
0.546,,,,0.0,0.546,,,,0.0,0.546,,,,0.0,0.546,,,,0.0
0.548,,,,0.0,0.548,,,,0.0,0.548,,,,0.0,0.548,,,,0.0
0.550,-0.01,-0.29,4.27,0.0,0.550,0.01,0.02,0.15,0.0,0.550,0.00,0.01,-0.07,0.0,0.550,0.00,0.02,0.01,0.0
0.552,,,,0.0,0.552,,,,0.0,0.552,,,,0.0,0.552,,,,0.0
0.554,,,,0.0,0.554,,,,0.0,0.554,,,,0.0,0.554,,,,0.0
0.556,,,,0.0,0.556,,,,0.0,0.556,,,,0.0,0.556,,,,0.0
0.558,,,,0.0,0.558,,,,0.0,0.558,,,,0.0,0.558,,,,0.0
0.560,0.00,-0.18,11.39,0.0,0.560,0.01,0.02,0.05,0.0,0.560,0.00,0.01,0.08,0.0,0.560,0.00,0.02,-0.10,0.0
0.562,,,,0.0,0.562,,,,0.0,0.562,,,,0.0,0.562,,,,0.0
0.564,,,,0.0,0.564,,,,0.0,0.564,,,,0.0,0.564,,,,0.0
0.566,,,,0.0,0.566,,,,0.0,0.566,,,,0.0,0.566,,,,0.0
0.568,,,,0.0,0.568,,,,0.0,0.568,,,,0.0,0.568,,,,0.0
0.570,0.00,0.02,13.11,0.0,0.570,0.01,0.02,0.04,0.0,0.570,0.00,0.01,0.20,0.0,0.570,0.00,0.01,-0.06,0.0
0.572,,,,0.0,0.572,,,,0.0,0.572,,,,0.0,0.572,,,,0.0
0.574,,,,0.0,0.574,,,,0.0,0.574,,,,0.0,0.574,,,,0.0
0.576,,,,0.0,0.576,,,,0.0,0.576,,,,0.0,0.576,,,,0.0
0.578,,,,0.0,0.578,,,,0.0,0.578,,,,0.0,0.578,,,,0.0
0.580,-0.01,0.08,9.92,0.0,0.580,0.01,0.02,0.10,0.0,0.580,0.00,0.02,0.12,0.0,0.580,0.01,0.01,0.04,0.0
0.582,,,,0.0,0.582,,,,0.0,0.582,,,,0.0,0.582,,,,0.0
0.584,,,,0.0,0.584,,,,0.0,0.584,,,,0.0,0.584,,,,0.0
0.586,,,,0.0,0.586,,,,0.0,0.586,,,,0.0,0.586,,,,0.0
0.588,,,,0.0,0.588,,,,0.0,0.588,,,,0.0,0.588,,,,0.0
0.590,1.51E-4,0.23,1.84,0.0,0.590,0.01,0.03,0.07,0.0,0.590,0.00,0.02,-0.08,0.0,0.590,0.01,0.02,0.11,0.0
0.592,,,,0.0,0.592,,,,0.0,0.592,,,,0.0,0.592,,,,0.0
0.594,,,,0.0,0.594,,,,0.0,0.594,,,,0.0,0.594,,,,0.0
0.596,,,,0.0,0.596,,,,0.0,0.596,,,,0.0,0.596,,,,0.0
0.598,,,,0.0,0.598,,,,0.0,0.598,,,,0.0,0.598,,,,0.0
0.600,3.23E-4,0.20,-4.96,0.0,0.600,0.01,0.03,-0.08,0.0,0.600,0.00,0.01,-0.20,0.0,0.600,0.01,0.02,0.01,0.0
0.602,,,,0.0,0.602,,,,0.0,0.602,,,,0.0,0.602,,,,0.0
0.604,,,,0.0,0.604,,,,0.0,0.604,,,,0.0,0.604,,,,0.0
0.606,,,,0.0,0.606,,,,0.0,0.606,,,,0.0,0.606,,,,0.0
0.608,,,,0.0,0.608,,,,0.0,0.608,,,,0.0,0.608,,,,0.0
0.610,4.95E-4,0.01,-7.15,0.0,0.610,0.01,0.02,-0.24,0.0,0.610,0.00,0.01,-0.12,0.0,0.610,0.01,0.02,-0.07,0.0
0.612,,,,0.0,0.612,,,,0.0,0.612,,,,0.0,0.612,,,,0.0
0.614,,,,0.0,0.614,,,,0.0,0.614,,,,0.0,0.614,,,,0.0
0.616,,,,0.0,0.616,,,,0.0,0.616,,,,0.0,0.616,,,,0.0
0.618,,,,0.0,0.618,,,,0.0,0.618,,,,0.0,0.618,,,,0.0
0.620,7.09E-4,0.01,-3.51,0.0,0.620,0.01,0.02,-0.26,0.0,0.620,0.00,0.01,0.08,0.0,0.620,0.01,0.01,0.08,0.0
0.622,,,,0.0,0.622,,,,0.0,0.622,,,,0.0,0.622,,,,0.0
0.624,,,,0.0,0.624,,,,0.0,0.624,,,,0.0,0.624,,,,0.0
0.626,,,,0.0,0.626,,,,0.0,0.626,,,,0.0,0.626,,,,0.0
0.628,,,,0.0,0.628,,,,0.0,0.628,,,,0.0,0.628,,,,0.0
0.630,4.95E-4,0.00,-0.17,0.0,0.630,0.01,0.02,-0.12,0.0,0.630,0.00,0.01,0.20,0.0,0.630,0.01,0.02,0.24,0.0
0.632,,,,0.0,0.632,,,,0.0,0.632,,,,0.0,0.632,,,,0.0
0.634,,,,0.0,0.634,,,,0.0,0.634,,,,0.0,0.634,,,,0.0
0.636,,,,0.0,0.636,,,,0.0,0.636,,,,0.0,0.636,,,,0.0
0.638,,,,0.0,0.638,,,,0.0,0.638,,,,0.0,0.638,,,,0.0
0.640,6.88E-4,0.00,0.04,0.0,0.640,0.01,0.02,0.08,0.0,0.640,0.00,0.02,0.15,0.0,0.640,0.01,0.02,0.21,0.0
0.642,,,,0.0,0.642,,,,0.0,0.642,,,,0.0,0.642,,,,0.0
0.644,,,,0.0,0.644,,,,0.0,0.644,,,,0.0,0.644,,,,0.0
0.646,,,,0.0,0.646,,,,0.0,0.646,,,,0.0,0.646,,,,0.0
0.648,,,,0.0,0.648,,,,0.0,0.648,,,,0.0,0.648,,,,0.0
0.650,6.88E-4,0.01,0.10,0.0,0.650,0.01,0.02,0.20,0.0,0.650,0.00,0.02,0.05,0.0,0.650,0.01,0.02,0.01,0.0
0.652,,,,0.0,0.652,,,,0.0,0.652,,,,0.0,0.652,,,,0.0
0.654,,,,0.0,0.654,,,,0.0,0.654,,,,0.0,0.654,,,,0.0
0.656,,,,0.0,0.656,,,,0.0,0.656,,,,0.0,0.656,,,,0.0
0.658,,,,0.0,0.658,,,,0.0,0.658,,,,0.0,0.658,,,,0.0
0.660,6.67E-4,0.01,0.05,0.0,0.660,0.01,0.02,0.16,0.0,0.660,0.00,0.02,-3.11E-14,0.0,0.660,0.01,0.02,-0.07,0.0
0.662,,,,0.0,0.662,,,,0.0,0.662,,,,0.0,0.662,,,,0.0
0.664,,,,0.0,0.664,,,,0.0,0.664,,,,0.0,0.664,,,,0.0
0.666,,,,0.0,0.666,,,,0.0,0.666,,,,0.0,0.666,,,,0.0
0.668,,,,0.0,0.668,,,,0.0,0.668,,,,0.0,0.668,,,,0.0
0.670,8.60E-4,0.01,-0.01,0.0,0.670,0.01,0.02,0.05,0.0,0.670,0.01,0.02,3.12E-14,0.0,0.670,0.01,0.02,0.08,0.0
0.672,,,,0.0,0.672,,,,0.0,0.672,,,,0.0,0.672,,,,0.0
0.674,,,,0.0,0.674,,,,0.0,0.674,,,,0.0,0.674,,,,0.0
0.676,,,,0.0,0.676,,,,0.0,0.676,,,,0.0,0.676,,,,0.0
0.678,,,,0.0,0.678,,,,0.0,0.678,,,,0.0,0.678,,,,0.0
0.680,8.60E-4,0.01,0.04,0.0,0.680,0.01,0.02,0.04,0.0,0.680,0.01,0.02,4.61E-14,0.0,0.680,0.01,0.02,0.20,0.0
0.682,,,,0.0,0.682,,,,0.0,0.682,,,,0.0,0.682,,,,0.0
0.684,,,,0.0,0.684,,,,0.0,0.684,,,,0.0,0.684,,,,0.0
0.686,,,,0.0,0.686,,,,0.0,0.686,,,,0.0,0.686,,,,0.0
0.688,,,,0.0,0.688,,,,0.0,0.688,,,,0.0,0.688,,,,0.0
0.690,8.39E-4,0.01,0.10,0.0,0.690,0.01,0.02,0.10,0.0,0.690,0.01,0.02,-1.60E-14,0.0,0.690,0.01,0.03,0.11,0.0
0.692,,,,0.0,0.692,,,,0.0,0.692,,,,0.0,0.692,,,,0.0
0.694,,,,0.0,0.694,,,,0.0,0.694,,,,0.0,0.694,,,,0.0
0.696,,,,0.0,0.696,,,,0.0,0.696,,,,0.0,0.696,,,,0.0
0.698,,,,0.0,0.698,,,,0.0,0.698,,,,0.0,0.698,,,,0.0
0.700,0.00,0.01,0.10,0.0,0.700,0.01,0.03,0.10,0.0,0.700,0.01,0.02,-0.01,0.0,0.700,0.01,0.03,-0.04,0.0
0.702,,,,0.0,0.702,,,,0.0,0.702,,,,0.0,0.702,,,,0.0
0.704,,,,0.0,0.704,,,,0.0,0.704,,,,0.0,0.704,,,,0.0
0.706,,,,0.0,0.706,,,,0.0,0.706,,,,0.0,0.706,,,,0.0
0.708,,,,0.0,0.708,,,,0.0,0.708,,,,0.0,0.708,,,,0.0
0.710,0.00,0.01,0.10,0.0,0.710,0.01,0.03,0.05,0.0,0.710,0.01,0.02,0.04,0.0,0.710,0.01,0.02,-0.10,0.0
0.712,,,,0.0,0.712,,,,0.0,0.712,,,,0.0,0.712,,,,0.0
0.714,,,,0.0,0.714,,,,0.0,0.714,,,,0.0,0.714,,,,0.0
0.716,,,,0.0,0.716,,,,0.0,0.716,,,,0.0,0.716,,,,0.0
0.718,,,,0.0,0.718,,,,0.0,0.718,,,,0.0,0.718,,,,0.0
0.720,0.00,0.01,0.10,0.0,0.720,0.01,0.03,-5.97E-14,0.0,0.720,0.01,0.02,0.14,0.0,0.720,0.01,0.02,-0.05,0.0
0.722,,,,0.0,0.722,,,,0.0,0.722,,,,0.0,0.722,,,,0.0
0.724,,,,0.0,0.724,,,,0.0,0.724,,,,0.0,0.724,,,,0.0
0.726,,,,0.0,0.726,,,,0.0,0.726,,,,0.0,0.726,,,,0.0
0.728,,,,0.0,0.728,,,,0.0,0.728,,,,0.0,0.728,,,,0.0
0.730,0.00,0.01,0.10,0.0,0.730,0.01,0.03,-3.05E-14,0.0,0.730,0.01,0.02,0.20,0.0,0.730,0.01,0.02,1.28E-14,0.0
0.732,,,,0.0,0.732,,,,0.0,0.732,,,,0.0,0.732,,,,0.0
0.734,,,,0.0,0.734,,,,0.0,0.734,,,,0.0,0.734,,,,0.0
0.736,,,,0.0,0.736,,,,0.0,0.736,,,,0.0,0.736,,,,0.0
0.738,,,,0.0,0.738,,,,0.0,0.738,,,,0.0,0.738,,,,0.0
0.740,0.00,0.01,0.05,0.0,0.740,0.01,0.03,-1.39E-15,0.0,0.740,0.01,0.02,0.11,0.0,0.740,0.01,0.02,2.98E-14,0.0
0.742,,,,0.0,0.742,,,,0.0,0.742,,,,0.0,0.742,,,,0.0
0.744,,,,0.0,0.744,,,,0.0,0.744,,,,0.0,0.744,,,,0.0
0.746,,,,0.0,0.746,,,,0.0,0.746,,,,0.0,0.746,,,,0.0
0.748,,,,0.0,0.748,,,,0.0,0.748,,,,0.0,0.748,,,,0.0
0.750,0.00,0.01,-3.13E-14,0.0,0.750,0.01,0.03,0.01,0.0,0.750,0.01,0.02,-0.05,0.0,0.750,0.01,0.02,1.65E-14,0.0
0.752,,,,0.0,0.752,,,,0.0,0.752,,,,0.0,0.752,,,,0.0
0.754,,,,0.0,0.754,,,,0.0,0.754,,,,0.0,0.754,,,,0.0
0.756,,,,0.0,0.756,,,,0.0,0.756,,,,0.0,0.756,,,,0.0
0.758,,,,0.0,0.758,,,,0.0,0.758,,,,0.0,0.758,,,,0.0
0.760,0.00,0.01,-7.70E-14,0.0,0.760,0.01,0.03,-0.04,0.0,0.760,0.01,0.02,-0.06,0.0,0.760,0.01,0.02,1.39E-15,0.0
0.762,,,,0.0,0.762,,,,0.0,0.762,,,,0.0,0.762,,,,0.0
0.764,,,,0.0,0.764,,,,0.0,0.764,,,,0.0,0.764,,,,0.0
0.766,,,,0.0,0.766,,,,0.0,0.766,,,,0.0,0.766,,,,0.0
0.768,,,,0.0,0.768,,,,0.0,0.768,,,,0.0,0.768,,,,0.0
0.770,0.00,0.01,-4.61E-14,0.0,0.770,0.01,0.03,-0.10,0.0,0.770,0.01,0.02,0.04,0.0,0.770,0.01,0.02,-0.01,0.0
0.772,,,,0.0,0.772,,,,0.0,0.772,,,,0.0,0.772,,,,0.0
0.774,,,,0.0,0.774,,,,0.0,0.774,,,,0.0,0.774,,,,0.0
0.776,,,,0.0,0.776,,,,0.0,0.776,,,,0.0,0.776,,,,0.0
0.778,,,,0.0,0.778,,,,0.0,0.778,,,,0.0,0.778,,,,0.0
0.780,0.00,0.01,7.72E-14,0.0,0.780,0.01,0.02,-0.11,0.0,0.780,0.01,0.02,0.10,0.0,0.780,0.01,0.02,0.04,0.0
0.782,,,,0.0,0.782,,,,0.0,0.782,,,,0.0,0.782,,,,0.0
0.784,,,,0.0,0.784,,,,0.0,0.784,,,,0.0,0.784,,,,0.0
0.786,,,,0.0,0.786,,,,0.0,0.786,,,,0.0,0.786,,,,0.0
0.788,,,,0.0,0.788,,,,0.0,0.788,,,,0.0,0.788,,,,0.0
0.790,0.00,0.01,1.39E-13,0.0,0.790,0.01,0.02,-0.02,0.0,0.790,0.01,0.02,0.05,0.0,0.790,0.01,0.02,0.14,0.0
0.792,,,,0.0,0.792,,,,0.0,0.792,,,,0.0,0.792,,,,0.0
0.794,,,,0.0,0.794,,,,0.0,0.794,,,,0.0,0.794,,,,0.0
0.796,,,,0.0,0.796,,,,0.0,0.796,,,,0.0,0.796,,,,0.0
0.798,,,,0.0,0.798,,,,0.0,0.798,,,,0.0,0.798,,,,0.0
0.800,0.00,0.01,-0.01,0.0,0.800,0.01,0.02,0.13,0.0,0.800,0.01,0.02,-4.46E-14,0.0,0.800,0.01,0.03,0.20,0.0
0.802,,,,0.0,0.802,,,,0.0,0.802,,,,0.0,0.802,,,,0.0
0.804,,,,0.0,0.804,,,,0.0,0.804,,,,0.0,0.804,,,,0.0
0.806,,,,0.0,0.806,,,,0.0,0.806,,,,0.0,0.806,,,,0.0
0.808,,,,0.0,0.808,,,,0.0,0.808,,,,0.0,0.808,,,,0.0
0.810,0.00,0.01,0.04,0.0,0.810,0.01,0.03,0.23,0.0,0.810,0.01,0.02,1.39E-15,0.0,0.810,0.01,0.03,0.16,0.0
0.812,,,,0.0,0.812,,,,0.0,0.812,,,,0.0,0.812,,,,0.0
0.814,,,,0.0,0.814,,,,0.0,0.814,,,,0.0,0.814,,,,0.0
0.816,,,,0.0,0.816,,,,0.0,0.816,,,,0.0,0.816,,,,0.0
0.818,,,,0.0,0.818,,,,0.0,0.818,,,,0.0,0.818,,,,0.0
0.820,0.00,0.01,0.10,0.0,0.820,0.01,0.03,0.29,0.0,0.820,0.01,0.02,-0.01,0.0,0.820,0.01,0.03,0.05,0.0
0.822,,,,0.0,0.822,,,,0.0,0.822,,,,0.0,0.822,,,,0.0
0.824,,,,0.0,0.824,,,,0.0,0.824,,,,0.0,0.824,,,,0.0
0.826,,,,0.0,0.826,,,,0.0,0.826,,,,0.0,0.826,,,,0.0
0.828,,,,0.0,0.828,,,,0.0,0.828,,,,0.0,0.828,,,,0.0
0.830,0.00,0.01,0.06,0.0,0.830,0.01,0.03,0.25,0.0,0.830,0.01,0.02,0.04,0.0,0.830,0.01,0.03,9.25E-14,0.0
0.832,,,,0.0,0.832,,,,0.0,0.832,,,,0.0,0.832,,,,0.0
0.834,,,,0.0,0.834,,,,0.0,0.834,,,,0.0,0.834,,,,0.0
0.836,,,,0.0,0.836,,,,0.0,0.836,,,,0.0,0.836,,,,0.0
0.838,,,,0.0,0.838,,,,0.0,0.838,,,,0.0,0.838,,,,0.0
0.840,0.00,0.01,-0.05,0.0,0.840,0.01,0.03,0.16,0.0,0.840,0.01,0.02,0.10,0.0,0.840,0.01,0.03,7.36E-14,0.0
0.842,,,,0.0,0.842,,,,0.0,0.842,,,,0.0,0.842,,,,0.0
0.844,,,,0.0,0.844,,,,0.0,0.844,,,,0.0,0.844,,,,0.0
0.846,,,,0.0,0.846,,,,0.0,0.846,,,,0.0,0.846,,,,0.0
0.848,,,,0.0,0.848,,,,0.0,0.848,,,,0.0,0.848,,,,0.0
0.850,0.00,0.01,-0.07,0.0,0.850,0.01,0.03,0.02,0.0,0.850,0.01,0.03,0.10,0.0,0.850,0.01,0.03,1.30E-14,0.0
0.852,,,,0.0,0.852,,,,0.0,0.852,,,,0.0,0.852,,,,0.0
0.854,,,,0.0,0.854,,,,0.0,0.854,,,,0.0,0.854,,,,0.0
0.856,,,,0.0,0.856,,,,0.0,0.856,,,,0.0,0.856,,,,0.0
0.858,,,,0.0,0.858,,,,0.0,0.858,,,,0.0,0.858,,,,0.0
0.860,0.00,0.01,0.08,0.0,0.860,0.01,0.03,-0.13,0.0,0.860,0.01,0.03,0.05,0.0,0.860,0.01,0.03,-6.31E-14,0.0
0.862,,,,0.0,0.862,,,,0.0,0.862,,,,0.0,0.862,,,,0.0
0.864,,,,0.0,0.864,,,,0.0,0.864,,,,0.0,0.864,,,,0.0
0.866,,,,0.0,0.866,,,,0.0,0.866,,,,0.0,0.866,,,,0.0
0.868,,,,0.0,0.868,,,,0.0,0.868,,,,0.0,0.868,,,,0.0
0.870,0.00,0.01,0.20,0.0,0.870,0.01,0.03,-0.24,0.0,0.870,0.01,0.03,-1.47E-14,0.0,0.870,0.01,0.03,-7.95E-14,0.0
0.872,,,,0.0,0.872,,,,0.0,0.872,,,,0.0,0.872,,,,0.0
0.874,,,,0.0,0.874,,,,0.0,0.874,,,,0.0,0.874,,,,0.0
0.876,,,,0.0,0.876,,,,0.0,0.876,,,,0.0,0.876,,,,0.0
0.878,,,,0.0,0.878,,,,0.0,0.878,,,,0.0,0.878,,,,0.0
0.880,0.00,0.02,0.15,0.0,0.880,0.01,0.03,-0.26,0.0,0.880,0.01,0.03,-6.00E-14,0.0,0.880,0.01,0.03,-0.01,0.0
0.882,,,,0.0,0.882,,,,0.0,0.882,,,,0.0,0.882,,,,0.0
0.884,,,,0.0,0.884,,,,0.0,0.884,,,,0.0,0.884,,,,0.0
0.886,,,,0.0,0.886,,,,0.0,0.886,,,,0.0,0.886,,,,0.0
0.888,,,,0.0,0.888,,,,0.0,0.888,,,,0.0,0.888,,,,0.0
0.890,0.00,0.02,0.05,0.0,0.890,0.01,0.03,-0.12,0.0,0.890,0.01,0.03,-5.97E-14,0.0,0.890,0.01,0.03,0.04,0.0
0.892,,,,0.0,0.892,,,,0.0,0.892,,,,0.0,0.892,,,,0.0
0.894,,,,0.0,0.894,,,,0.0,0.894,,,,0.0,0.894,,,,0.0
0.896,,,,0.0,0.896,,,,0.0,0.896,,,,0.0,0.896,,,,0.0
0.898,,,,0.0,0.898,,,,0.0,0.898,,,,0.0,0.898,,,,0.0
0.900,0.00,0.02,-3.04E-14,0.0,0.900,0.01,0.03,0.08,0.0,0.900,0.01,0.03,-3.05E-14,0.0,0.900,0.01,0.03,0.14,0.0
0.902,,,,0.0,0.902,,,,0.0,0.902,,,,0.0,0.902,,,,0.0
0.904,,,,0.0,0.904,,,,0.0,0.904,,,,0.0,0.904,,,,0.0
0.906,,,,0.0,0.906,,,,0.0,0.906,,,,0.0,0.906,,,,0.0
0.908,,,,0.0,0.908,,,,0.0,0.908,,,,0.0,0.908,,,,0.0
0.910,0.00,0.02,-1.04E-15,0.0,0.910,0.02,0.03,0.24,0.0,0.910,0.01,0.03,-0.01,0.0,0.910,0.01,0.03,0.20,0.0
0.912,,,,0.0,0.912,,,,0.0,0.912,,,,0.0,0.912,,,,0.0
0.914,,,,0.0,0.914,,,,0.0,0.914,,,,0.0,0.914,,,,0.0
0.916,,,,0.0,0.916,,,,0.0,0.916,,,,0.0,0.916,,,,0.0
0.918,,,,0.0,0.918,,,,0.0,0.918,,,,0.0,0.918,,,,0.0
0.920,0.00,0.02,1.41E-14,0.0,0.920,0.02,0.03,0.25,0.0,0.920,0.01,0.03,0.04,0.0,0.920,0.01,0.03,0.16,0.0
0.922,,,,0.0,0.922,,,,0.0,0.922,,,,0.0,0.922,,,,0.0
0.924,,,,0.0,0.924,,,,0.0,0.924,,,,0.0,0.924,,,,0.0
0.926,,,,0.0,0.926,,,,0.0,0.926,,,,0.0,0.926,,,,0.0
0.928,,,,0.0,0.928,,,,0.0,0.928,,,,0.0,0.928,,,,0.0
0.930,0.00,0.02,-4.77E-14,0.0,0.930,0.02,0.03,0.16,0.0,0.930,0.01,0.03,0.10,0.0,0.930,0.01,0.03,0.05,0.0
0.932,,,,0.0,0.932,,,,0.0,0.932,,,,0.0,0.932,,,,0.0
0.934,,,,0.0,0.934,,,,0.0,0.934,,,,0.0,0.934,,,,0.0
0.936,,,,0.0,0.936,,,,0.0,0.936,,,,0.0,0.936,,,,0.0
0.938,,,,0.0,0.938,,,,0.0,0.938,,,,0.0,0.938,,,,0.0
0.940,0.00,0.02,-7.70E-14,0.0,0.940,0.02,0.03,0.05,0.0,0.940,0.01,0.03,0.11,0.0,0.940,0.01,0.03,-8.92E-14,0.0
0.942,,,,0.0,0.942,,,,0.0,0.942,,,,0.0,0.942,,,,0.0
0.944,,,,0.0,0.944,,,,0.0,0.944,,,,0.0,0.944,,,,0.0
0.946,,,,0.0,0.946,,,,0.0,0.946,,,,0.0,0.946,,,,0.0
0.948,,,,0.0,0.948,,,,0.0,0.948,,,,0.0,0.948,,,,0.0
0.950,0.00,0.02,-1.32E-14,0.0,0.950,0.02,0.03,-0.01,0.0,0.950,0.01,0.03,0.01,0.0,0.950,0.01,0.03,0.01,0.0
0.952,,,,0.0,0.952,,,,0.0,0.952,,,,0.0,0.952,,,,0.0
0.954,,,,0.0,0.954,,,,0.0,0.954,,,,0.0,0.954,,,,0.0
0.956,,,,0.0,0.956,,,,0.0,0.956,,,,0.0,0.956,,,,0.0
0.958,,,,0.0,0.958,,,,0.0,0.958,,,,0.0,0.958,,,,0.0
0.960,0.00,0.02,6.38E-14,0.0,0.960,0.02,0.03,0.04,0.0,0.960,0.01,0.03,-0.10,0.0,0.960,0.01,0.03,-0.04,0.0
0.962,,,,0.0,0.962,,,,0.0,0.962,,,,0.0,0.962,,,,0.0
0.964,,,,0.0,0.964,,,,0.0,0.964,,,,0.0,0.964,,,,0.0
0.966,,,,0.0,0.966,,,,0.0,0.966,,,,0.0,0.966,,,,0.0
0.968,,,,0.0,0.968,,,,0.0,0.968,,,,0.0,0.968,,,,0.0
0.970,0.00,0.02,6.21E-14,0.0,0.970,0.02,0.03,0.14,0.0,0.970,0.01,0.03,-0.07,0.0,0.970,0.02,0.03,-0.14,0.0
0.972,,,,0.0,0.972,,,,0.0,0.972,,,,0.0,0.972,,,,0.0
0.974,,,,0.0,0.974,,,,0.0,0.974,,,,0.0,0.974,,,,0.0
0.976,,,,0.0,0.976,,,,0.0,0.976,,,,0.0,0.976,,,,0.0
0.978,,,,0.0,0.978,,,,0.0,0.978,,,,0.0,0.978,,,,0.0
0.980,0.00,0.02,-1.67E-14,0.0,0.980,0.02,0.04,0.16,0.0,0.980,0.01,0.03,0.08,0.0,0.980,0.02,0.03,-0.20,0.0
0.982,,,,0.0,0.982,,,,0.0,0.982,,,,0.0,0.982,,,,0.0
0.984,,,,0.0,0.984,,,,0.0,0.984,,,,0.0,0.984,,,,0.0
0.986,,,,0.0,0.986,,,,0.0,0.986,,,,0.0,0.986,,,,0.0
0.988,,,,0.0,0.988,,,,0.0,0.988,,,,0.0,0.988,,,,0.0
0.990,0.00,0.02,-3.26E-14,0.0,0.990,0.02,0.04,0.02,0.0,0.990,0.01,0.03,0.24,0.0,0.990,0.02,0.03,-0.12,0.0
0.992,,,,0.0,0.992,,,,0.0,0.992,,,,0.0,0.992,,,,0.0
0.994,,,,0.0,0.994,,,,0.0,0.994,,,,0.0,0.994,,,,0.0
0.996,,,,0.0,0.996,,,,0.0,0.996,,,,0.0,0.996,,,,0.0
0.998,,,,0.0,0.998,,,,0.0,0.998,,,,0.0,0.998,,,,0.0
1.000,0.01,0.02,2.95E-14,0.0,1.000,0.02,0.04,-0.15,0.0,1.000,0.01,0.03,0.21,0.0,1.000,0.02,0.03,0.08,0.0
1.002,,,,0.0,1.002,,,,0.0,1.002,,,,0.0,1.002,,,,0.0
1.004,,,,0.0,1.004,,,,0.0,1.004,,,,0.0,1.004,,,,0.0
1.006,,,,0.0,1.006,,,,0.0,1.006,,,,0.0,1.006,,,,0.0
1.008,,,,0.0,1.008,,,,0.0,1.008,,,,0.0,1.008,,,,0.0
1.010,0.01,0.02,4.54E-14,0.0,1.010,0.02,0.03,-0.12,0.0,1.010,0.01,0.03,0.02,0.0,1.010,0.02,0.03,0.20,0.0
1.012,,,,0.0,1.012,,,,0.0,1.012,,,,0.0,1.012,,,,0.0
